#dig start(41;37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,d,,,d,,,d,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,d,,,d,,,d,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,d,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,d,,d,,d,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,d,,d,,d,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,,,d,,,,,,d,,,,,,,d,,,,,,,d,,,,,,d,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,,,d,,,,,,d,,,,,,d,d,d,,,,,,d,,,,,,d,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,d,d,d,,,,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,d,d,d,,,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,d,,,,,,d,d,d,,,,,,d,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,d,,,,,,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,d,d,,,,,,d,d,d,d,d,,,,,,d,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,,,d,,,d,,,d,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,d,,,d,,,d,,,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,,,d,,,d,,,d,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,d,,,d,,,d,,,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,,d,,,,,,d,d,d,,d,,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,,d,,d,d,d,,,,,,d,,,,,,,,,,,#
,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,#
,,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,,,#
,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,#
d,d,,,d,,,,,,d,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,d,,,,,,d,,,d,d,#
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,i,i,i,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,#
d,d,,,d,,,,,,d,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,i,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,d,,,,,,d,,,d,d,#
,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,#
,,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,,,#
,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,#
,,,,,,,,,,d,,,,,,d,d,d,,d,,d,d,d,,,,,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,,,,,d,d,d,,d,,d,d,d,,,,,,d,,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,,,d,,,d,,,d,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,d,,,d,,,d,,,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,d,d,d,,d,d,,,d,,,d,,,d,,,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,d,,d,d,d,,,d,,,d,,,d,,,d,d,,d,d,d,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,d,,,,,,d,d,d,d,d,,,,,,d,d,d,d,d,d,d,d,d,,,,,,d,d,d,d,d,,,,,,d,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,d,,,,,,d,d,d,,,,,,d,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,d,d,d,,,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,d,d,d,,,,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,d,d,d,d,d,d,d,d,,d,d,d,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,,d,d,d,,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,,,d,,,,,,d,,,,,,,d,,,,,,,d,,,,,,d,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,d,d,,,d,,,,,,d,,,,,,,d,,,,,,,d,,,,,,d,,,d,d,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,d,,d,,d,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,d,d,d,d,d,d,,d,,d,d,d,d,d,d,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,,d,,d,d,d,d,,d,,d,d,d,d,,d,,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,d,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,d,d,,d,,d,d,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,d,,,d,,,d,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,d,,,d,,,d,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,d,d,d,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,d,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
